timestamp,task_id,asr_model,diarization_model,asr_checkpoint,diarization_checkpoint,audio_duration_sec,asr_time_sec,diarization_time_sec,alignment_time_sec,total_time_sec,rtf
2026-09-02T14:07:55.151075,66e334d4-11db-4b89-adb8-63b20c178037,whisper,nemo,large-v3-turbo,nvidia/diar_streaming_sortformer_4spk-v2,5013.0546875,63.73202320886776,12.385408362839371,0.11953111970797181,82.9222574159503,0.015183842251213648
2026-09-02T14:07:55.693236,daa61684-0d22-4e1a-891c-268f81755d02,gigaam,nemo,multilingual_large_ctc,nvidia/diar_streaming_sortformer_4spk-v2,5013.0546875,8.864781860727817,9.307929677888751,0.10906849801540375,24.89430886087939,0.0036250774570502965
2026-09-02T14:07:56.275242,e47ea752-a730-4495-a66e-ca5359b96a8d,whisper,pyannote,large-v3-turbo,pyannote/speaker-diarization-3.1,5013.0546875,75.92609835788608,213.9619639632292,0.1290277587249875,296.6857752245851,0.05782663074551095
2026-09-02T14:07:56.836646,c0a69c05-e391-4e62-a447-5b9d46fd8aa4,gigaam,pyannote,multilingual_large_ctc,pyannote/speaker-diarization-3.1,5013.0546875,7.061298044864088,213.1847451850772,0.13143786927685142,227.01444277213886,0.04393449841652885
2026-09-02T14:07:57.385460,6c294243-0a20-4549-b691-89329253409f,whisper,,large-v3-turbo,,5013.0546875,64.4292667536065,0.0,0.0023439782671630383,71.09299327107146,0.012852296807026703
2026-09-02T14:07:57.923949,b2e8807b-e942-47c6-ac28-27eed13ccb5a,gigaam,,multilingual_large_ctc,,5013.0546875,7.075729583855718,0.0,0.0009796288795769215,13.897999290842563,0.0014114606811489563
2026-09-02T14:08:41.794079,cacf565f-51ea-41a5-bfc0-2e0991c53076,whisper,nemo,large-v3-turbo,nvidia/diar_streaming_sortformer_4spk-v2,5013.0546875,60.47577603999525,9.139763982966542,0.09753613825887442,76.53248406294733,0.01388685030637057
2026-09-02T14:08:42.334163,7256d481-0707-43ad-938a-df1dc5a5d7df,gigaam,nemo,multilingual_large_ctc,nvidia/diar_streaming_sortformer_4spk-v2,5013.0546875,7.0500884796492755,9.155813782010227,0.11036050086840987,23.022103549912572,0.0032327399703156547
2026-09-02T14:08:42.869221,2143c2b3-2bbd-4c3a-8e30-0386115df55c,whisper,pyannote,large-v3-turbo,pyannote/speaker-diarization-3.1,5013.0546875,62.83526249276474,212.97614402603358,0.1367027349770069,282.8488690331578,0.055018631096630806
2026-09-02T14:08:43.412105,8463f3e7-9995-417c-9896-9daeaa0ee34c,gigaam,pyannote,multilingual_large_ctc,pyannote/speaker-diarization-3.1,5013.0546875,7.051823908928782,214.68799126893282,0.1298119011335075,228.61955899139866,0.044232474808377324
2026-09-02T14:08:43.946140,0f77685a-17a1-4f11-82fe-efeaa5ffd480,whisper,,large-v3-turbo,,5013.0546875,56.35129166720435,0.0,0.002146486658602953,63.067541007418185,0.011240909022539833
2026-09-02T14:08:44.485101,b87a18c8-a8b8-4ccb-b0fa-fca56bcec263,gigaam,,multilingual_large_ctc,,5013.0546875,7.026150160934776,0.0,0.0009849192574620247,13.69998801406473,0.0014015706188991732
2026-09-02T14:08:50.776889,9750ced0-655d-4e1c-9f33-afbeae353038,whisper,nemo,large-v3-turbo,nvidia/diar_streaming_sortformer_4spk-v2,5013.0546875,80.15322474204004,9.117288541048765,0.10432888334617019,96.15784517209977,0.017807608104831552
2026-09-02T14:08:51.304720,005a7615-648c-4580-8a45-b55a079bf97d,gigaam,nemo,multilingual_large_ctc,nvidia/diar_streaming_sortformer_4spk-v2,5013.0546875,7.05263565806672,9.136347574181855,0.10979419061914086,22.89306879416108,0.0032293649763318237
2026-09-02T14:08:51.837996,e55c2464-7771-4c1b-af10-cd3946a57cef,whisper,pyannote,large-v3-turbo,pyannote/speaker-diarization-3.1,5013.0546875,71.92581047536805,216.19965006317943,0.12557358387857676,294.98343132203445,0.05747502840074443
2026-09-02T14:08:52.365039,19da62a6-7287-4b31-beaa-214922763329,gigaam,pyannote,multilingual_large_ctc,pyannote/speaker-diarization-3.1,5013.0546875,7.090954405255616,216.368307181634,0.13287363201379776,230.27367734722793,0.04457546855494774
2026-09-02T14:08:52.888101,9a27cb35-f180-4897-96f9-12e321b0d0de,whisper,,large-v3-turbo,,5013.0546875,72.66516981599852,0.0,0.0033409022726118565,79.39328761259094,0.0144951879334547
2026-09-02T14:08:53.418524,6ef90863-c48e-41a7-ab0c-dd8445f4dbb7,gigaam,,multilingual_large_ctc,,5013.0546875,7.031307109631598,0.0,0.0009654397144913673,13.726459404919297,0.0014025993227570585
2026-09-02T14:08:57.012507,0893a09e-7065-49b3-b67f-5c16dbfc7a2f,whisper,nemo,large-v3-turbo,nvidia/diar_streaming_sortformer_4spk-v2,5013.0546875,58.691447015851736,9.186123148072511,0.10167261306196451,74.78375830408186,0.013540161517323214
2026-09-02T14:08:57.538086,36a73b20-b845-40d2-825f-3364a15d6581,gigaam,nemo,multilingual_large_ctc,nvidia/diar_streaming_sortformer_4spk-v2,5013.0546875,7.083628988824785,9.118833978194743,0.11024963390082121,22.949023571796715,0.00323205390266741
2026-09-02T14:08:58.066802,6b9aeae4-8cfa-4938-bd1f-e4fbca40cb6b,whisper,pyannote,large-v3-turbo,pyannote/speaker-diarization-3.1,5013.0546875,69.17248904611915,213.45181845827028,0.11572600668296218,289.4583235522732,0.056377662946528434
2026-09-02T14:08:58.592680,d0912954-4053-4758-af59-3230b9eed887,gigaam,pyannote,multilingual_large_ctc,pyannote/speaker-diarization-3.1,5013.0546875,6.927369660232216,215.6272010281682,0.13269800366833806,229.1955676227808,0.04439500156328594
2026-09-02T14:08:59.131767,7450c360-5d4b-4172-8a4d-d4a706dd5095,whisper,,large-v3-turbo,,5013.0546875,56.55883066682145,0.0,0.0023134401999413967,63.25419523008168,0.011282308730413476
2026-09-02T14:08:59.665786,f488eb49-6ddd-4fe7-8307-5697ea98c8bb,gigaam,,multilingual_large_ctc,,5013.0546875,7.073579354677349,0.0,0.0009927600622177124,13.865758126135916,0.0014110317552120959
2026-09-02T14:09:05.225294,52847638-7ddb-43ab-a4c0-4dae58615f28,whisper,nemo,large-v3-turbo,nvidia/diar_streaming_sortformer_4spk-v2,5013.0546875,73.81757058436051,9.300826357211918,0.11486050486564636,89.93053968902677,0.016580389028834512
2026-09-02T14:09:05.778595,0666719d-6892-4e15-a2bb-41825bf94dda,gigaam,nemo,multilingual_large_ctc,nvidia/diar_streaming_sortformer_4spk-v2,5013.0546875,6.930170097853988,9.138796363025904,0.11143358470872045,22.92244141921401,0.003205424130111266
2026-09-02T14:09:06.339571,ad79badf-9c43-4a11-a21c-bac0646de753,whisper,pyannote,large-v3-turbo,pyannote/speaker-diarization-3.1,5013.0546875,78.01682553300634,216.19011786021292,0.12478035828098655,301.110473502893,0.05868815756724562
2026-09-02T14:09:06.909483,37529363-3c8f-4c4a-b996-5c70067ea6e0,gigaam,pyannote,multilingual_large_ctc,pyannote/speaker-diarization-3.1,5013.0546875,7.034750027582049,215.60825069481507,0.1308343382552266,229.47538601560518,0.044412641513278346
2026-09-02T14:09:07.575557,5e311882-9039-43a4-b879-aae2e72d2500,whisper,,large-v3-turbo,,5013.0546875,80.29642394185066,0.0,0.0038731233216822147,86.94780481280759,0.01601746419046035
2026-09-02T14:09:08.110553,aeb2f396-0f25-402c-8a16-6f245b7d94b5,gigaam,,multilingual_large_ctc,,5013.0546875,6.930093442089856,0.0,0.0009743841364979744,13.612064491026103,0.0013824093041254811
2026-09-02T15:10:28.780341,69301e58-032c-4d5a-89b7-1edf1209c540,whisper,nemo,large-v3-turbo,nvidia/diar_streaming_sortformer_4spk-v2,5013.0546875,58.4417319316417,9.085795167833567,0.10360861290246248,74.39981504622847,0.013470335216540617
2026-09-02T15:10:29.351862,7d6ec3bf-b6da-4eee-8013-a74b0fbb5baf,gigaam,nemo,multilingual_large_ctc,nvidia/diar_streaming_sortformer_4spk-v2,5013.0546875,6.970453520771116,9.115641085896641,0.11138207977637649,22.752872680779546,0.003208840838456893
